"MEASURE","Data item","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11602","Blacktown - North","A","Annual","2016","2016",10.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11603","Mount Druitt","A","Annual","2011","2011",11.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11603","Mount Druitt","A","Annual","2016","2016",11.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11701","Botany","A","Annual","2011","2011",10.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11701","Botany","A","Annual","2016","2016",10.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11702","Marrickville - Sydenham - Petersham","A","Annual","2011","2011",9.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11702","Marrickville - Sydenham - Petersham","A","Annual","2016","2016",9.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11703","Sydney Inner City","A","Annual","2011","2011",6.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11703","Sydney Inner City","A","Annual","2016","2016",6.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11801","Eastern Suburbs - North","A","Annual","2011","2011",9.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11801","Eastern Suburbs - North","A","Annual","2016","2016",9.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2011","2011",9.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2016","2016",9.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2011","2011",12.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2016","2016",12.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2011","2011",11.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2016","2016",12.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2011","2011",11.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2016","2016",11.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2011","2011",11,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2016","2016",11.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2011","2011",10.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2016","2016",11,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2011","2011",9.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2016","2016",9.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2011","2011",10.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2016","2016",10.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2011","2011",10.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2016","2016",10.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12102","Hornsby","A","Annual","2011","2011",11.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12102","Hornsby","A","Annual","2016","2016",11.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12103","Ku-ring-gai","A","Annual","2011","2011",11.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12103","Ku-ring-gai","A","Annual","2016","2016",12.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12104","North Sydney - Mosman","A","Annual","2011","2011",8.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12104","North Sydney - Mosman","A","Annual","2016","2016",9.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12201","Manly","A","Annual","2011","2011",9.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12201","Manly","A","Annual","2016","2016",9.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12202","Pittwater","A","Annual","2011","2011",11.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12202","Pittwater","A","Annual","2016","2016",12,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12203","Warringah","A","Annual","2011","2011",10.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12203","Warringah","A","Annual","2016","2016",10.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12301","Camden","A","Annual","2011","2011",10.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12301","Camden","A","Annual","2016","2016",11.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12302","Campbelltown (NSW)","A","Annual","2011","2011",11.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12302","Campbelltown (NSW)","A","Annual","2016","2016",12.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12303","Wollondilly","A","Annual","2011","2011",12.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12303","Wollondilly","A","Annual","2016","2016",12.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12401","Blue Mountains","A","Annual","2011","2011",12.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12401","Blue Mountains","A","Annual","2016","2016",13.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12403","Penrith","A","Annual","2011","2011",11.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12403","Penrith","A","Annual","2016","2016",11.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",11.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",11.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",10.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",11.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",10,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",9.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",11.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",12.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",11.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",11.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",10.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",10.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2011","2011",11.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2016","2016",11.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12602","Ryde - Hunters Hill","A","Annual","2011","2011",10.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12602","Ryde - Hunters Hill","A","Annual","2016","2016",10.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12701","Bringelly - Green Valley","A","Annual","2011","2011",11.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12701","Bringelly - Green Valley","A","Annual","2016","2016",11.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12702","Fairfield","A","Annual","2011","2011",11.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12702","Fairfield","A","Annual","2016","2016",12.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12703","Liverpool","A","Annual","2011","2011",11.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12703","Liverpool","A","Annual","2016","2016",11.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12801","Cronulla - Miranda - Caringbah","A","Annual","2011","2011",12,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12801","Cronulla - Miranda - Caringbah","A","Annual","2016","2016",11.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12802","Sutherland - Menai - Heathcote","A","Annual","2011","2011",12.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","12802","Sutherland - Menai - Heathcote","A","Annual","2016","2016",12.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10102","Queanbeyan","A","Annual","2011","2011",10.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10102","Queanbeyan","A","Annual","2016","2016",11.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10103","Snowy Mountains","A","Annual","2011","2011",11.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10103","Snowy Mountains","A","Annual","2016","2016",11.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10104","South Coast","A","Annual","2011","2011",13,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10104","South Coast","A","Annual","2016","2016",13,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10105","Goulburn - Mulwaree","A","Annual","2011","2011",12.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10105","Goulburn - Mulwaree","A","Annual","2016","2016",12.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10106","Young - Yass","A","Annual","2011","2011",12.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10106","Young - Yass","A","Annual","2016","2016",12.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10301","Bathurst","A","Annual","2011","2011",11.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10301","Bathurst","A","Annual","2016","2016",11.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10302","Lachlan Valley","A","Annual","2011","2011",12.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10302","Lachlan Valley","A","Annual","2016","2016",12.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10303","Lithgow - Mudgee","A","Annual","2011","2011",11.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10303","Lithgow - Mudgee","A","Annual","2016","2016",11.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10304","Orange","A","Annual","2011","2011",11.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10304","Orange","A","Annual","2016","2016",11.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10401","Clarence Valley","A","Annual","2011","2011",14.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10401","Clarence Valley","A","Annual","2016","2016",14,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10402","Coffs Harbour","A","Annual","2011","2011",12.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10402","Coffs Harbour","A","Annual","2016","2016",12.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10501","Bourke - Cobar - Coonamble","A","Annual","2011","2011",10.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10501","Bourke - Cobar - Coonamble","A","Annual","2016","2016",10.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10502","Broken Hill and Far West","A","Annual","2011","2011",12.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10502","Broken Hill and Far West","A","Annual","2016","2016",12.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10503","Dubbo","A","Annual","2011","2011",12.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10503","Dubbo","A","Annual","2016","2016",12.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10601","Lower Hunter","A","Annual","2011","2011",12.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10601","Lower Hunter","A","Annual","2016","2016",12.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10602","Maitland","A","Annual","2011","2011",12.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10602","Maitland","A","Annual","2016","2016",12.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10603","Port Stephens","A","Annual","2011","2011",12.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10603","Port Stephens","A","Annual","2016","2016",12.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10604","Upper Hunter","A","Annual","2011","2011",10.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10604","Upper Hunter","A","Annual","2016","2016",10.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10701","Dapto - Port Kembla","A","Annual","2011","2011",13.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10701","Dapto - Port Kembla","A","Annual","2016","2016",14.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10703","Kiama - Shellharbour","A","Annual","2011","2011",13.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10703","Kiama - Shellharbour","A","Annual","2016","2016",13.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10704","Wollongong","A","Annual","2011","2011",12.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10704","Wollongong","A","Annual","2016","2016",12.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10801","Great Lakes","A","Annual","2011","2011",13.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10801","Great Lakes","A","Annual","2016","2016",13.4,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10802","Kempsey - Nambucca","A","Annual","2011","2011",14.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10802","Kempsey - Nambucca","A","Annual","2016","2016",14,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10803","Lord Howe Island","A","Annual","2011","2011",11.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10803","Lord Howe Island","A","Annual","2016","2016",13.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10804","Port Macquarie","A","Annual","2011","2011",12.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10804","Port Macquarie","A","Annual","2016","2016",13,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10805","Taree - Gloucester","A","Annual","2011","2011",14,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10805","Taree - Gloucester","A","Annual","2016","2016",13.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10901","Albury","A","Annual","2011","2011",11.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10901","Albury","A","Annual","2016","2016",12.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10902","Lower Murray","A","Annual","2011","2011",12.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10902","Lower Murray","A","Annual","2016","2016",12,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10903","Upper Murray exc. Albury","A","Annual","2011","2011",11.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","10903","Upper Murray exc. Albury","A","Annual","2016","2016",11.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11001","Armidale","A","Annual","2011","2011",11.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11001","Armidale","A","Annual","2016","2016",11.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11002","Inverell - Tenterfield","A","Annual","2011","2011",13.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11002","Inverell - Tenterfield","A","Annual","2016","2016",12.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11003","Moree - Narrabri","A","Annual","2011","2011",10.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11003","Moree - Narrabri","A","Annual","2016","2016",10.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11004","Tamworth - Gunnedah","A","Annual","2011","2011",11.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11004","Tamworth - Gunnedah","A","Annual","2016","2016",12.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11101","Lake Macquarie - East","A","Annual","2011","2011",13.3,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11101","Lake Macquarie - East","A","Annual","2016","2016",13.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11102","Lake Macquarie - West","A","Annual","2011","2011",13.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11102","Lake Macquarie - West","A","Annual","2016","2016",13.8,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11103","Newcastle","A","Annual","2011","2011",11.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11103","Newcastle","A","Annual","2016","2016",12.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11201","Richmond Valley - Coastal","A","Annual","2011","2011",12.6,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11201","Richmond Valley - Coastal","A","Annual","2016","2016",12.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11202","Richmond Valley - Hinterland","A","Annual","2011","2011",13.7,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11202","Richmond Valley - Hinterland","A","Annual","2016","2016",13.5,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11203","Tweed Valley","A","Annual","2011","2011",12.2,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11203","Tweed Valley","A","Annual","2016","2016",12.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11301","Griffith - Murrumbidgee (West)","A","Annual","2011","2011",12.1,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11301","Griffith - Murrumbidgee (West)","A","Annual","2016","2016",11.9,,
"UNPAIDW_2","Persons who provided unpaid assistance to a person with a disability (%)","SA3","Statistical Area Level 3","11302","Tumut - Tumbarumba","A","Annual","2011","2011",12,,
